연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
2482,6,2638,창신,2022-09,85554
2483,6,2639,보문,2022-09,196566
2484,6,2640,안암,2022-09,385291
2485,6,2641,고려대,2022-09,250826
2486,6,2642,월곡,2022-09,336993
2487,6,2643,상월곡,2022-09,172189
2488,6,2644,돌곶이,2022-09,247202
2489,6,2645,석계(6),2022-09,365208
2490,6,2646,태릉입구(6),2022-09,179609
2491,6,2647,화랑대,2022-09,269170
2492,6,2648,봉화산,2022-09,232831
2493,7,2711,장암,2022-09,31095
2494,7,2712,도봉산(7),2022-09,316683
2495,7,2713,수락산,2022-09,355348
2496,7,2714,마들,2022-09,337635
2497,7,2715,노원(7),2022-09,578708
2498,7,2716,중계,2022-09,365681
2499,7,2717,하계,2022-09,461170
2500,7,2718,공릉,2022-09,339355
2501,7,2719,태릉입구(7),2022-09,246615
2502,7,2720,먹골,2022-09,274737
2503,7,2721,중화,2022-09,286886
2504,7,2722,상봉(7),2022-09,448249
2505,7,2723,면목,2022-09,422042
2506,7,2724,사가정,2022-09,443846
2507,7,2725,용마산,2022-09,165783
2508,7,2726,중곡,2022-09,279110
2509,7,2727,군자(7),2022-09,325222
2510,7,2728,어린이대공원,2022-09,504491
2511,7,2729,건대입구(7),2022-09,400494
2512,7,2730,뚝섬유원지,2022-09,318291
2513,7,2731,청담,2022-09,568691
2514,7,2732,강남구청,2022-09,480319
2515,7,2733,학동,2022-09,628270
2516,7,2734,논현,2022-09,501415
2517,7,2735,반포,2022-09,165114
2518,7,2736,고속터미널(7),2022-09,391077
2519,7,2737,내방,2022-09,390722
2520,7,2738,이수(7),2022-09,416005
2521,7,2739,남성,2022-09,293132
2522,7,2740,숭실대입구,2022-09,428644
2523,7,2741,상도,2022-09,327869
2524,7,2742,장승배기,2022-09,245758
2525,7,2743,신대방삼거리,2022-09,393988
2526,7,2744,보라매,2022-09,209894
2527,7,2745,신풍,2022-09,307068
2528,7,2746,대림(7),2022-09,253141
2529,7,2747,남구로,2022-09,429587
2530,7,2748,가산디지털단지(7),2022-09,1068010
2531,7,2749,철산,2022-09,605211
2532,7,2750,광명사거리,2022-09,594273
2533,7,2751,천왕,2022-09,299145
2534,7,2752,온수(7),2022-09,270840
2535,8,2811,암사,2022-09,453029
2536,8,2812,천호(8),2022-09,463491
2537,8,2813,강동구청,2022-09,281012
2538,8,2814,몽촌토성,2022-09,184049
2539,8,2815,잠실(8),2022-09,489026
2540,8,2816,석촌(8),2022-09,242267
2541,8,2817,송파,2022-09,230341
2542,8,2818,가락시장(8),2022-09,229878
2543,8,2819,문정,2022-09,553229
2544,8,2820,장지,2022-09,438253
2545,8,2821,복정(8),2022-09,219420
2546,8,2822,산성,2022-09,150660
2547,8,2823,남한산성입구,2022-09,367535
2548,8,2824,단대오거리,2022-09,285968
2549,8,2825,신흥,2022-09,128087
2550,8,2826,수진,2022-09,136436
2551,8,2827,모란(8),2022-09,112661
2552,8,2828,남위례,2022-09,163454
2553,9,4126,언주,2022-09,49798
2554,9,4127,선정릉,2022-09,44942
2555,9,4128,삼성중앙,2022-09,35974
2556,9,4129,봉은사,2022-09,84392
2557,9,4130,종합운동장(9),2022-09,20398
2558,9,4131,삼전,2022-09,44308
2559,9,4132,석촌고분,2022-09,38955
2560,9,4133,석촌(9),2022-09,49082
2561,9,4134,송파나루,2022-09,41521
2562,9,4135,한성백제,2022-09,22846
2563,9,4136,올림픽공원(9),2022-09,46981
2564,9,4137,둔촌오륜,2022-09,9904
2565,9,4138,중앙보훈병원,2022-09,56587
2566,1,150,서울역(1),2022-10,1496162
2567,1,151,시청(1),2022-10,774765
2568,1,152,종각,2022-10,1011322
2569,1,153,종로3가(1),2022-10,745106
2570,1,154,종로5가,2022-10,699701
2571,1,155,동대문(1),2022-10,347260
2572,1,156,신설동(1),2022-10,391245
2573,1,157,제기동,2022-10,534548
2574,1,158,청량리,2022-10,615455
2575,1,159,동묘앞(1),2022-10,327614
2576,2,201,시청(2),2022-10,646367
2577,2,202,을지로입구,2022-10,1239056
2578,2,203,을지로3가(2),2022-10,654278
2579,2,204,을지로4가(2),2022-10,378284
2580,2,205,동대문역사문화공원(2),2022-10,499723
2581,2,206,신당(2),2022-10,436020
2582,2,207,상왕십리,2022-10,392178
2583,2,208,왕십리(2),2022-10,412337
2584,2,209,한양대,2022-10,379956
2585,2,210,뚝섬,2022-10,675777
2586,2,211,성수,2022-10,1134541
2587,2,212,건대입구(2),2022-10,1168635
2588,2,213,구의,2022-10,662355
2589,2,214,강변,2022-10,952330
2590,2,215,잠실나루,2022-10,401382
2591,2,216,잠실(2),2022-10,2369384
2592,2,217,잠실새내,2022-10,652642
2593,2,218,종합운동장(2),2022-10,470983
2594,2,219,삼성,2022-10,1478491
2595,2,220,선릉,2022-10,1304193
2596,2,221,역삼,2022-10,1462137
2597,2,222,강남,2022-10,2136759
2598,2,223,교대(2),2022-10,1019558
2599,2,224,서초,2022-10,569590
2600,2,225,방배,2022-10,519714
2601,2,226,사당(2),2022-10,1305121
2602,2,227,낙성대,2022-10,793355
2603,2,228,서울대입구,2022-10,1346344
2604,2,229,봉천,2022-10,640751
2605,2,230,신림,2022-10,1624139
2606,2,231,신대방,2022-10,727809
2607,2,232,구로디지털단지,2022-10,1620267
2608,2,233,대림(2),2022-10,734752
2609,2,234,신도림,2022-10,1468097
2610,2,235,문래,2022-10,615540
2611,2,236,영등포구청(2),2022-10,623525
2612,2,237,당산,2022-10,629075
2613,2,238,합정(2),2022-10,1046455
2614,2,239,홍대입구,2022-10,2150386
2615,2,240,신촌,2022-10,1152515
2616,2,241,이대,2022-10,507932
2617,2,242,아현,2022-10,296784
2618,2,243,충정로(2),2022-10,296235
2619,2,244,용답,2022-10,93148
2620,2,245,신답,2022-10,53556
2621,2,246,신설동(2),2022-10,111013
2622,2,247,도림천,2022-10,38277
2623,2,248,양천구청,2022-10,208007
2624,2,249,신정네거리,2022-10,307564
2625,2,250,용두,2022-10,68369
2626,3,309,지축,2022-10,162124
2627,3,310,구파발,2022-10,611598
2628,3,311,연신내(3),2022-10,1010657
2629,3,312,불광(3),2022-10,528032
2630,3,313,녹번,2022-10,403976
2631,3,314,홍제,2022-10,505959
2632,3,315,무악재,2022-10,118603
2633,3,316,독립문,2022-10,239780
2634,3,317,경복궁,2022-10,871073
2635,3,318,안국,2022-10,857505
2636,3,319,종로3가(3),2022-10,343031
2637,3,320,을지로3가(3),2022-10,299661
2638,3,322,동대입구,2022-10,363180
2639,3,323,약수(3),2022-10,369858
2640,3,324,금호,2022-10,227921
2641,3,325,옥수,2022-10,280300
2642,3,326,압구정,2022-10,1003636
2643,3,327,신사,2022-10,875695
2644,3,328,잠원,2022-10,139936
2645,3,329,고속터미널(3),2022-10,1460907
2646,3,330,교대(3),2022-10,260130
2647,3,331,남부터미널,2022-10,864724
2648,3,332,양재,2022-10,1117843
2649,3,333,매봉,2022-10,318065
2650,3,334,도곡,2022-10,143231
2651,3,335,대치,2022-10,332454
2652,3,336,학여울,2022-10,80521
2653,3,337,대청,2022-10,271280
2654,3,338,일원,2022-10,283384
2655,3,339,수서,2022-10,547564
2656,3,340,가락시장(3),2022-10,254664
2657,3,341,경찰병원,2022-10,202184
2658,3,342,오금(3),2022-10,163846
2659,4,409,당고개,2022-10,253499
2660,4,410,상계,2022-10,523132
2661,4,411,노원(4),2022-10,643709
2662,4,412,창동,2022-10,791619
2663,4,413,쌍문,2022-10,778214
2664,4,414,수유,2022-10,1002962
2665,4,415,미아,2022-10,429575
2666,4,416,미아사거리,2022-10,780988
2667,4,417,길음,2022-10,635435
2668,4,418,성신여대입구,2022-10,612064
2669,4,419,한성대입구,2022-10,422289
2670,4,420,혜화,2022-10,1099665
2671,4,421,동대문(4),2022-10,585324
2672,4,422,동대문역사문화공원(4),2022-10,446410
2673,4,423,충무로(4),2022-10,809405
2674,4,424,명동,2022-10,833915
2675,4,425,회현,2022-10,774833
2676,4,426,서울역(4),2022-10,605705
2677,4,427,숙대입구,2022-10,416669
2678,4,428,삼각지(4),2022-10,206749
2679,4,429,신용산,2022-10,542974
2680,4,430,이촌,2022-10,319847
2681,4,431,동작,2022-10,74129
2682,4,432,이수(총신대입구),2022-10,612682
2683,4,433,사당(4),2022-10,703395
2684,4,434,남태령,2022-10,33599
2685,5,2511,방화,2022-10,187272
2686,5,2512,개화산,2022-10,154777
2687,5,2513,김포공항(5),2022-10,236934
2688,5,2514,송정,2022-10,178904
2689,5,2515,마곡,2022-10,290741
2690,5,2516,발산,2022-10,614291
2691,5,2517,우장산,2022-10,412539
2692,5,2518,화곡,2022-10,766583
2693,5,2519,까치산(5),2022-10,791080
2694,5,2520,신정,2022-10,322350
2695,5,2521,목동,2022-10,510577
2696,5,2522,오목교,2022-10,659092
2697,5,2523,양평(5),2022-10,193538
2698,5,2524,영등포구청(5),2022-10,117805
2699,5,2525,영등포시장,2022-10,319040
2700,5,2526,신길(5),2022-10,130434
2701,5,2527,여의도(5),2022-10,809436
2702,5,2528,여의나루,2022-10,564585
2703,5,2529,마포,2022-10,403412
2704,5,2530,공덕(5),2022-10,408449
2705,5,2531,애오개,2022-10,181647
2706,5,2532,충정로(5),2022-10,122952
2707,5,2533,서대문,2022-10,524623
2708,5,2534,광화문,2022-10,986655
2709,5,2535,종로3가(5),2022-10,435503
2710,5,2536,을지로4가(5),2022-10,178459
2711,5,2537,동대문역사문화공원(5),2022-10,94353
2712,5,2538,청구(5),2022-10,103602
2713,5,2539,신금호,2022-10,192207
2714,5,2540,행당,2022-10,207820
2715,5,2541,왕십리(5),2022-10,153396
2716,5,2542,마장,2022-10,160103
2717,5,2543,답십리,2022-10,427325
2718,5,2544,장한평,2022-10,523185
2719,5,2545,군자(5),2022-10,365490
2720,5,2546,아차산,2022-10,448170
2721,5,2547,광나루,2022-10,385816
2722,5,2548,천호(5),2022-10,551872
2723,5,2549,강동,2022-10,517739
2724,5,2550,길동,2022-10,238397
2725,5,2551,굽은다리,2022-10,264168
2726,5,2552,명일,2022-10,261198
2727,5,2553,고덕,2022-10,277608
2728,5,2554,상일동,2022-10,391563
2729,5,2555,둔촌동,2022-10,241598
2730,5,2556,올림픽공원(5),2022-10,147884
2731,5,2557,방이,2022-10,212039
2732,5,2558,오금(5),2022-10,103112
2733,5,2559,개롱,2022-10,192392
2734,5,2560,거여,2022-10,276435
2735,5,2561,마천,2022-10,207835
2736,5,2562,강일,2022-10,136680
2737,5,2563,미사,2022-10,496923
2738,5,2564,하남풍산,2022-10,118932
2739,5,2565,하남시청,2022-10,210832
2740,5,2566,하남검단산,2022-10,184031
2741,6,2611,응암,2022-10,504598
2742,6,2612,역촌,2022-10,126309
2743,6,2613,불광(6),2022-10,128565
2744,6,2614,독바위,2022-10,86642
2745,6,2616,구산,2022-10,168692
2746,6,2617,새절,2022-10,346229
2747,6,2618,증산,2022-10,291934
2748,6,2619,디지털미디어시티(6),2022-10,438494
2749,6,2620,월드컵경기장,2022-10,277236
2750,6,2621,마포구청,2022-10,373421
2751,6,2622,망원,2022-10,463121
2752,6,2623,합정(6),2022-10,411249
2753,6,2624,상수,2022-10,350393
2754,6,2625,광흥창,2022-10,244799
2755,6,2626,대흥,2022-10,273346
2756,6,2627,공덕(6),2022-10,511036
2757,6,2628,효창공원앞,2022-10,207569
2758,6,2629,삼각지(6),2022-10,191703
2759,6,2630,녹사평,2022-10,183850
2760,6,2631,이태원,2022-10,567997
2761,6,2632,한강진,2022-10,363738
2762,6,2633,버티고개,2022-10,64242
2763,6,2634,약수(6),2022-10,103917
2764,6,2635,청구(6),2022-10,107714
2765,6,2636,신당(6),2022-10,252021
2766,6,2637,동묘앞(6),2022-10,259896
2767,6,2638,창신,2022-10,88769
2768,6,2639,보문,2022-10,207216
2769,6,2640,안암,2022-10,388170
2770,6,2641,고려대,2022-10,258484
2771,6,2642,월곡,2022-10,345738
2772,6,2643,상월곡,2022-10,176072
2773,6,2644,돌곶이,2022-10,259066
2774,6,2645,석계(6),2022-10,379450
2775,6,2646,태릉입구(6),2022-10,189712
2776,6,2647,화랑대,2022-10,279167
2777,6,2648,봉화산,2022-10,244460
2778,7,2711,장암,2022-10,33323
2779,7,2712,도봉산(7),2022-10,343369
2780,7,2713,수락산,2022-10,373989
2781,7,2714,마들,2022-10,349937
2782,7,2715,노원(7),2022-10,608845
2783,7,2716,중계,2022-10,382875
2784,7,2717,하계,2022-10,492138
2785,7,2718,공릉,2022-10,351740
2786,7,2719,태릉입구(7),2022-10,255861
2787,7,2720,먹골,2022-10,287063
2788,7,2721,중화,2022-10,299688
2789,7,2722,상봉(7),2022-10,474700
2790,7,2723,면목,2022-10,442624
2791,7,2724,사가정,2022-10,466471
2792,7,2725,용마산,2022-10,174702
2793,7,2726,중곡,2022-10,290558
2794,7,2727,군자(7),2022-10,341093
2795,7,2728,어린이대공원,2022-10,509957
2796,7,2729,건대입구(7),2022-10,414835
2797,7,2730,뚝섬유원지,2022-10,280349
2798,7,2731,청담,2022-10,593942
2799,7,2732,강남구청,2022-10,509799
2800,7,2733,학동,2022-10,655732
2801,7,2734,논현,2022-10,516868
2802,7,2735,반포,2022-10,174258
2803,7,2736,고속터미널(7),2022-10,411142
2804,7,2737,내방,2022-10,402583
2805,7,2738,이수(7),2022-10,434388
2806,7,2739,남성,2022-10,307458
2807,7,2740,숭실대입구,2022-10,420855
2808,7,2741,상도,2022-10,333280
2809,7,2742,장승배기,2022-10,257357
2810,7,2743,신대방삼거리,2022-10,412822
2811,7,2744,보라매,2022-10,219430
2812,7,2745,신풍,2022-10,322733
2813,7,2746,대림(7),2022-10,262421
2814,7,2747,남구로,2022-10,436614
2815,7,2748,가산디지털단지(7),2022-10,1093083
2816,7,2749,철산,2022-10,632598
2817,7,2750,광명사거리,2022-10,615872
2818,7,2751,천왕,2022-10,310849
2819,7,2752,온수(7),2022-10,280722
2820,8,2811,암사,2022-10,480346
2821,8,2812,천호(8),2022-10,494934
2822,8,2813,강동구청,2022-10,295948
2823,8,2814,몽촌토성,2022-10,210984
2824,8,2815,잠실(8),2022-10,553771
2825,8,2816,석촌(8),2022-10,267351
2826,8,2817,송파,2022-10,243774
2827,8,2818,가락시장(8),2022-10,244599
2828,8,2819,문정,2022-10,566522
2829,8,2820,장지,2022-10,466493
2830,8,2821,복정(8),2022-10,231343
2831,8,2822,산성,2022-10,162425
2832,8,2823,남한산성입구,2022-10,381925
2833,8,2824,단대오거리,2022-10,301753
2834,8,2825,신흥,2022-10,141989
2835,8,2826,수진,2022-10,143028
2836,8,2827,모란(8),2022-10,120187
2837,8,2828,남위례,2022-10,179694
2838,9,4126,언주,2022-10,52693
2839,9,4127,선정릉,2022-10,46900
2840,9,4128,삼성중앙,2022-10,37164
2841,9,4129,봉은사,2022-10,90322
2842,9,4130,종합운동장(9),2022-10,22557
2843,9,4131,삼전,2022-10,46928
2844,9,4132,석촌고분,2022-10,41553
2845,9,4133,석촌(9),2022-10,53857
2846,9,4134,송파나루,2022-10,44181
2847,9,4135,한성백제,2022-10,25833
2848,9,4136,올림픽공원(9),2022-10,49582
2849,9,4137,둔촌오륜,2022-10,10419
2850,9,4138,중앙보훈병원,2022-10,60378
2851,1,150,서울역(1),2022-11,1477251
2852,1,151,시청(1),2022-11,765217
2853,1,152,종각,2022-11,1032865
2854,1,153,종로3가(1),2022-11,718163
2855,1,154,종로5가,2022-11,673396
2856,1,155,동대문(1),2022-11,325664
2857,1,156,신설동(1),2022-11,391261
2858,1,157,제기동,2022-11,510418
2859,1,158,청량리,2022-11,594609
2860,1,159,동묘앞(1),2022-11,301584
2861,2,201,시청(2),2022-11,690274
2862,2,202,을지로입구,2022-11,1312559
2863,2,203,을지로3가(2),2022-11,682071
2864,2,204,을지로4가(2),2022-11,396031
2865,2,205,동대문역사문화공원(2),2022-11,469862
2866,2,206,신당(2),2022-11,431887
2867,2,207,상왕십리,2022-11,400609
2868,2,208,왕십리(2),2022-11,428374
2869,2,209,한양대,2022-11,414764
2870,2,210,뚝섬,2022-11,688765
2871,2,211,성수,2022-11,1207687
2872,2,212,건대입구(2),2022-11,1157188
2873,2,213,구의,2022-11,678089
2874,2,214,강변,2022-11,917403
2875,2,215,잠실나루,2022-11,414616
2876,2,216,잠실(2),2022-11,2214810
2877,2,217,잠실새내,2022-11,652998
2878,2,218,종합운동장(2),2022-11,311903
2879,2,219,삼성,2022-11,1562920
2880,2,220,선릉,2022-11,1385035
2881,2,221,역삼,2022-11,1592067
2882,2,222,강남,2022-11,2176484
2883,2,223,교대(2),2022-11,1072246
2884,2,224,서초,2022-11,606009
2885,2,225,방배,2022-11,542912
2886,2,226,사당(2),2022-11,1305896
2887,2,227,낙성대,2022-11,796645
2888,2,228,서울대입구,2022-11,1351190
2889,2,229,봉천,2022-11,647265
2890,2,230,신림,2022-11,1623190
2891,2,231,신대방,2022-11,726783
2892,2,232,구로디지털단지,2022-11,1658512
2893,2,233,대림(2),2022-11,729565
2894,2,234,신도림,2022-11,1462313
2895,2,235,문래,2022-11,637111
2896,2,236,영등포구청(2),2022-11,643734
2897,2,237,당산,2022-11,639093
2898,2,238,합정(2),2022-11,1033572
2899,2,239,홍대입구,2022-11,2037115
2900,2,240,신촌,2022-11,1141200
2901,2,241,이대,2022-11,537446
2902,2,242,아현,2022-11,300122
2903,2,243,충정로(2),2022-11,313165
2904,2,244,용답,2022-11,97537
2905,2,245,신답,2022-11,55221
2906,2,246,신설동(2),2022-11,109158
2907,2,247,도림천,2022-11,40411
2908,2,248,양천구청,2022-11,213960
2909,2,249,신정네거리,2022-11,313108
2910,2,250,용두,2022-11,70934
2911,3,309,지축,2022-11,171604
2912,3,310,구파발,2022-11,607667
2913,3,311,연신내(3),2022-11,1000460
2914,3,312,불광(3),2022-11,519109
2915,3,313,녹번,2022-11,415629
2916,3,314,홍제,2022-11,509064
2917,3,315,무악재,2022-11,123604
2918,3,316,독립문,2022-11,229533
2919,3,317,경복궁,2022-11,788478
2920,3,318,안국,2022-11,835729
2921,3,319,종로3가(3),2022-11,339940
2922,3,320,을지로3가(3),2022-11,312354
2923,3,322,동대입구,2022-11,375359
2924,3,323,약수(3),2022-11,372547
2925,3,324,금호,2022-11,219598
2926,3,325,옥수,2022-11,276870
2927,3,326,압구정,2022-11,1012620
2928,3,327,신사,2022-11,875878
2929,3,328,잠원,2022-11,142526
2930,3,329,고속터미널(3),2022-11,1375116
2931,3,330,교대(3),2022-11,276578
2932,3,331,남부터미널,2022-11,880627
2933,3,332,양재,2022-11,1163641
2934,3,333,매봉,2022-11,337797
2935,3,334,도곡,2022-11,150903
2936,3,335,대치,2022-11,337776
2937,3,336,학여울,2022-11,69296
2938,3,337,대청,2022-11,279142
2939,3,338,일원,2022-11,293939
2940,3,339,수서,2022-11,551189
2941,3,340,가락시장(3),2022-11,262051
2942,3,341,경찰병원,2022-11,211357
2943,3,342,오금(3),2022-11,167892
2944,4,409,당고개,2022-11,250364
2945,4,410,상계,2022-11,525561
2946,4,411,노원(4),2022-11,640552
2947,4,412,창동,2022-11,791070
2948,4,413,쌍문,2022-11,787181
2949,4,414,수유,2022-11,1006732
2950,4,415,미아,2022-11,432430
2951,4,416,미아사거리,2022-11,775542
2952,4,417,길음,2022-11,645304
2953,4,418,성신여대입구,2022-11,612742
2954,4,419,한성대입구,2022-11,419285
2955,4,420,혜화,2022-11,1104667
2956,4,421,동대문(4),2022-11,567821
2957,4,422,동대문역사문화공원(4),2022-11,428954
2958,4,423,충무로(4),2022-11,847733
2959,4,424,명동,2022-11,829806
2960,4,425,회현,2022-11,773290
2961,4,426,서울역(4),2022-11,603667
2962,4,427,숙대입구,2022-11,425508
2963,4,428,삼각지(4),2022-11,206570
2964,4,429,신용산,2022-11,540290
2965,4,430,이촌,2022-11,309409
2966,4,431,동작,2022-11,64982
2967,4,432,이수(총신대입구),2022-11,615215
2968,4,433,사당(4),2022-11,705460
2969,4,434,남태령,2022-11,34322
2970,5,2511,방화,2022-11,188460
2971,5,2512,개화산,2022-11,157324
2972,5,2513,김포공항(5),2022-11,215760
2973,5,2514,송정,2022-11,176454
2974,5,2515,마곡,2022-11,301632
2975,5,2516,발산,2022-11,626712
2976,5,2517,우장산,2022-11,418634
2977,5,2518,화곡,2022-11,777055
2978,5,2519,까치산(5),2022-11,802419
2979,5,2520,신정,2022-11,326248
2980,5,2521,목동,2022-11,517717
2981,5,2522,오목교,2022-11,665262
2982,5,2523,양평(5),2022-11,200559
2983,5,2524,영등포구청(5),2022-11,122654
2984,5,2525,영등포시장,2022-11,318565
2985,5,2526,신길(5),2022-11,132897
2986,5,2527,여의도(5),2022-11,845107
2987,5,2528,여의나루,2022-11,448489
2988,5,2529,마포,2022-11,411086
2989,5,2530,공덕(5),2022-11,425037
2990,5,2531,애오개,2022-11,190509
2991,5,2532,충정로(5),2022-11,130725
2992,5,2533,서대문,2022-11,557698
2993,5,2534,광화문,2022-11,952355
2994,5,2535,종로3가(5),2022-11,413455
2995,5,2536,을지로4가(5),2022-11,180768
2996,5,2537,동대문역사문화공원(5),2022-11,98577
2997,5,2538,청구(5),2022-11,103858
2998,5,2539,신금호,2022-11,194810
2999,5,2540,행당,2022-11,211442
3000,5,2541,왕십리(5),2022-11,154227
3001,5,2542,마장,2022-11,164379
3002,5,2543,답십리,2022-11,440534
3003,5,2544,장한평,2022-11,533067
3004,5,2545,군자(5),2022-11,370225
3005,5,2546,아차산,2022-11,424865
3006,5,2547,광나루,2022-11,387727
3007,5,2548,천호(5),2022-11,542204
3008,5,2549,강동,2022-11,518529
3009,5,2550,길동,2022-11,238804
3010,5,2551,굽은다리,2022-11,262623
3011,5,2552,명일,2022-11,264950
3012,5,2553,고덕,2022-11,283198
3013,5,2554,상일동,2022-11,398048
3014,5,2555,둔촌동,2022-11,249191
3015,5,2556,올림픽공원(5),2022-11,127319
3016,5,2557,방이,2022-11,213918
3017,5,2558,오금(5),2022-11,105715
3018,5,2559,개롱,2022-11,196383
3019,5,2560,거여,2022-11,281481
3020,5,2561,마천,2022-11,208969
3021,5,2562,강일,2022-11,138561
3022,5,2563,미사,2022-11,494359
3023,5,2564,하남풍산,2022-11,120901
3024,5,2565,하남시청,2022-11,208593
3025,5,2566,하남검단산,2022-11,178284
3026,6,2611,응암,2022-11,507377
3027,6,2612,역촌,2022-11,127468
3028,6,2613,불광(6),2022-11,125512
3029,6,2614,독바위,2022-11,85312
3030,6,2616,구산,2022-11,170134
3031,6,2617,새절,2022-11,351016
3032,6,2618,증산,2022-11,292019
3033,6,2619,디지털미디어시티(6),2022-11,453638
3034,6,2620,월드컵경기장,2022-11,177952
3035,6,2621,마포구청,2022-11,376912
3036,6,2622,망원,2022-11,451206
3037,6,2623,합정(6),2022-11,397071
3038,6,2624,상수,2022-11,343664
3039,6,2625,광흥창,2022-11,252256
3040,6,2626,대흥,2022-11,282718
3041,6,2627,공덕(6),2022-11,525344
3042,6,2628,효창공원앞,2022-11,203852
3043,6,2629,삼각지(6),2022-11,191472
3044,6,2630,녹사평,2022-11,143871
3045,6,2631,이태원,2022-11,305911
3046,6,2632,한강진,2022-11,292862
3047,6,2633,버티고개,2022-11,63796
3048,6,2634,약수(6),2022-11,104070
3049,6,2635,청구(6),2022-11,108598
3050,6,2636,신당(6),2022-11,246557
3051,6,2637,동묘앞(6),2022-11,254441
3052,6,2638,창신,2022-11,91449
3053,6,2639,보문,2022-11,209630
3054,6,2640,안암,2022-11,405167
3055,6,2641,고려대,2022-11,265730
3056,6,2642,월곡,2022-11,352114
3057,6,2643,상월곡,2022-11,182487
3058,6,2644,돌곶이,2022-11,267011
3059,6,2645,석계(6),2022-11,386464
3060,6,2646,태릉입구(6),2022-11,192533
3061,6,2647,화랑대,2022-11,284908
3062,6,2648,봉화산,2022-11,247930
3063,7,2711,장암,2022-11,32332
3064,7,2712,도봉산(7),2022-11,330284
3065,7,2713,수락산,2022-11,373272
3066,7,2714,마들,2022-11,354618
3067,7,2715,노원(7),2022-11,603618
3068,7,2716,중계,2022-11,390415
3069,7,2717,하계,2022-11,494838
3070,7,2718,공릉,2022-11,360766
3071,7,2719,태릉입구(7),2022-11,261179
3072,7,2720,먹골,2022-11,288551
3073,7,2721,중화,2022-11,307811
3074,7,2722,상봉(7),2022-11,473616
3075,7,2723,면목,2022-11,447605
3076,7,2724,사가정,2022-11,471390
3077,7,2725,용마산,2022-11,172060
3078,7,2726,중곡,2022-11,292205
3079,7,2727,군자(7),2022-11,347208
3080,7,2728,어린이대공원,2022-11,515219
3081,7,2729,건대입구(7),2022-11,424588
3082,7,2730,뚝섬유원지,2022-11,232325
3083,7,2731,청담,2022-11,621276
3084,7,2732,강남구청,2022-11,527319
3085,7,2733,학동,2022-11,695272
3086,7,2734,논현,2022-11,534728
3087,7,2735,반포,2022-11,178562
3088,7,2736,고속터미널(7),2022-11,416629
3089,7,2737,내방,2022-11,422043
3090,7,2738,이수(7),2022-11,446679
3091,7,2739,남성,2022-11,311874
3092,7,2740,숭실대입구,2022-11,438023
3093,7,2741,상도,2022-11,354924
3094,7,2742,장승배기,2022-11,262294
3095,7,2743,신대방삼거리,2022-11,421341
3096,7,2744,보라매,2022-11,222313
3097,7,2745,신풍,2022-11,324844
3098,7,2746,대림(7),2022-11,254157
3099,7,2747,남구로,2022-11,451690
3100,7,2748,가산디지털단지(7),2022-11,1178035
3101,7,2749,철산,2022-11,638422
3102,7,2750,광명사거리,2022-11,615986
3103,7,2751,천왕,2022-11,321331
3104,7,2752,온수(7),2022-11,290386
3105,8,2811,암사,2022-11,483692
3106,8,2812,천호(8),2022-11,496723
3107,8,2813,강동구청,2022-11,305584
3108,8,2814,몽촌토성,2022-11,192654
3109,8,2815,잠실(8),2022-11,526891
3110,8,2816,석촌(8),2022-11,261446
3111,8,2817,송파,2022-11,248327
3112,8,2818,가락시장(8),2022-11,249614
3113,8,2819,문정,2022-11,600744
3114,8,2820,장지,2022-11,472347
3115,8,2821,복정(8),2022-11,236148
3116,8,2822,산성,2022-11,159221
3117,8,2823,남한산성입구,2022-11,387324
3118,8,2824,단대오거리,2022-11,302207
3119,8,2825,신흥,2022-11,149664
3120,8,2826,수진,2022-11,144356
3121,8,2827,모란(8),2022-11,114558
3122,8,2828,남위례,2022-11,186148
3123,9,4126,언주,2022-11,55633
3124,9,4127,선정릉,2022-11,49389
3125,9,4128,삼성중앙,2022-11,39634
3126,9,4129,봉은사,2022-11,95024
3127,9,4130,종합운동장(9),2022-11,22895
3128,9,4131,삼전,2022-11,48823
3129,9,4132,석촌고분,2022-11,43088
3130,9,4133,석촌(9),2022-11,53299
3131,9,4134,송파나루,2022-11,44074
3132,9,4135,한성백제,2022-11,23505
3133,9,4136,올림픽공원(9),2022-11,45345
3134,9,4137,둔촌오륜,2022-11,10500
3135,9,4138,중앙보훈병원,2022-11,61653
3136,1,150,서울역(1),2022-12,1509870
3137,1,151,시청(1),2022-12,762105
3138,1,152,종각,2022-12,1094154
3139,1,153,종로3가(1),2022-12,743860
3140,1,154,종로5가,2022-12,711584
3141,1,155,동대문(1),2022-12,337548
3142,1,156,신설동(1),2022-12,390965
3143,1,157,제기동,2022-12,507229
3144,1,158,청량리,2022-12,591325
3145,1,159,동묘앞(1),2022-12,284693
3146,2,201,시청(2),2022-12,677213
3147,2,202,을지로입구,2022-12,1449932
3148,2,203,을지로3가(2),2022-12,709343
3149,2,204,을지로4가(2),2022-12,414993
3150,2,205,동대문역사문화공원(2),2022-12,504221
3151,2,206,신당(2),2022-12,445539
3152,2,207,상왕십리,2022-12,410599
3153,2,208,왕십리(2),2022-12,447328
3154,2,209,한양대,2022-12,327362
3155,2,210,뚝섬,2022-12,697916
3156,2,211,성수,2022-12,1253414
3157,2,212,건대입구(2),2022-12,1211969
3158,2,213,구의,2022-12,696858
